колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-07-24,bank,Биотехнология,2024-09-13,125000,e892885b-7708-4b56-83e8-a987f107b928,0.63,1,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),375000.0,,M,4,Максим Ааронович Федоров,0,SPECIALTY,18,4.0,2024-05-27
,social_media,Механика,,135000,cade7639-16a1-472b-a446-3bbc144323b4,0.85,0,0,2,Казанский федеральный университет (КФУ),0.0,Недостаток документов,M,8,Вацлав Федосьевич Александров,0,BACHELOR,18,4.7,2024-06-10
2024-06-19,website,Механика,2024-08-14,185000,d2c145f9-45ff-4141-9205-94525c6c2b4,0.67,1,1,2,Казанский федеральный университет (КФУ),888000.0,,F,8,Терентьева Анна Оскаровна,1,BACHELOR,17,3.3,2024-06-05
,bank,Прикладная математика,,200000,1da665e9-efa4-4fbe-8823-4b0ad2f087ed,0.75,0,0,4,Московский физико-технический институт (МФТИ),0.0,Некорректные данные,F,8,Дарья Николаевна Шестакова,0,BACHELOR,15,4.7,2024-08-10
2024-07-13,bank,Информатика и вычислительная техника,2024-09-01,350000,5aa93144-c06c-4800-9a6d-2a11574abf5a,0.58,1,1,1,Московский физико-технический институт (МФТИ),840000.0,,F,4,Екатерина Афанасьевна Виноградова,0,MASTER,20,3.2,2024-06-25
2024-06-06,social_media,Прикладная математика,2024-07-27,400000,433b1d49-27cd-42e7-bdb2-d5e84b0896a9,0.61,1,1,4,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),3200000.0,,M,8,Михайлов Радован Ермилович,0,SPECIALTY,17,4.0,2024-05-07
2024-07-05,website,Автоматизация и управление,2024-09-12,210000,1f103c73-51f3-4af3-8dda-50f68f161e91,0.64,1,1,4,Казанский федеральный университет (КФУ),1680000.0,,M,8,Болеслав Августович Кошелев,0,BACHELOR,16,3.6,2024-07-04
2024-08-23,social_media,Физика,2024-08-25,155000,608fd641-cc7e-46fa-8e5e-755503e0226,0.64,1,1,2,Казанский федеральный университет (КФУ),620000.0,,M,8,Степан Ильич Сергеев,1,BACHELOR,19,3.1,2024-05-11
2024-06-24,social_media,Физика,2024-08-13,315000,08a203d0-7621-4871-91ea-7192e07d71f,0.57,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),756000.0,,F,4,Татьяна Кузьминична Никонова,1,MASTER,20,4.0,2024-05-02
2024-07-15,social_media,Информатика и вычислительная техника,2024-09-02,350000,41548ea8-50ca-47db-8ce2-1e7f356ff4e,0.5,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1890000.0,,M,6,Федосеев Арефий Филатович,1,SPECIALTY,16,4.0,2024-06-29
2024-06-29,bank,Прикладная математика,,310000,56cb638a-dc9f-4f60-a4fc-6551887de2ec,0.59,0,1,2,Новосибирский государственный университет (НГУ),930000.0,,M,4,Остап Бенедиктович Волков,0,MASTER,22,3.2,2024-06-05
,website,Информатика и вычислительная техника,,400000,25cc4aad-05d5-48db-9dfd-0051be054674,0.85,0,0,2,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Заявитель найден в ЧС,M,6,Геннадий Борисович Ефимов,0,SPECIALTY,17,5.0,2024-06-22
2024-07-30,social_media,Электроника и наноэлектроника,,390000,423b3584-9511-4156-9096-8f14e026fead,0.49,0,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1755000.0,,M,6,Колобов Иннокентий Ефимович,0,SPECIALTY,18,4.0,2024-05-19
2024-07-25,bank,Информатика и вычислительная техника,,450000,71ce899f-8ab0-4125-acd5-394106088f6a,0.6,0,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),2880000.0,,F,8,Оксана Оскаровна Антонова,0,BACHELOR,17,4.3,2024-06-12
2024-06-17,website,Информатика и вычислительная техника,2024-08-14,350000,6559c922-c5b2-4e9d-aa54-fb4658f03b33,0.71,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1400000.0,,F,4,Щербакова Валентина Альбертовна,0,MASTER,20,3.2,2024-05-29
2024-08-04,social_media,Химия,2024-08-08,100000,4c53191c-880f-46ea-bf16-634c7ba16107,0.65,1,1,3,Сибирский федеральный университет (СФУ),600000.0,,M,8,Яков Юльевич Беляков,0,BACHELOR,18,4.0,2024-05-25
2024-05-29,social_media,Биотехнология,2024-07-23,135000,b5453810-0d16-44e2-9584-2202b6932d4f,0.46,1,1,3,Красноярский государственный университет (КГУ),864000.0,,M,8,Евгений Ефимьевич Соболев,0,BACHELOR,15,4.0,2024-05-28
2024-07-28,website,Электроника и наноэлектроника,2024-08-20,390000,458b8d5c-69a8-410f-9a17-4a2414871521,0.7,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1404000.0,,M,4,Суханов Всемил Феоктистович,0,MASTER,20,3.7,2024-06-05
2024-07-05,bank,Прикладная математика,2024-08-21,350000,416f5f9a-5216-4465-857a-1986332cc45a,0.63,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1120000.0,,M,4,Одинцов Вячеслав Валентинович,0,MASTER,22,4.9,2024-06-23
,bank,Электроника и наноэлектроника,,300000,ed1d4f29-b333-4db2-b53a-25df03aa8d9,0.86,0,0,2,Российский государственный университет нефти и газа имени И.М. Губкина,0.0,Плохая КИ,M,6,Одинцов Лев Власович,1,BACHELOR,18,4.0,2024-05-04
2024-06-14,website,Кибернетика,2024-08-23,260000,6cd34c36-3ebe-4f57-bcf7-2321523fb56a,0.54,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),520000.0,,M,4,Ларионов Зиновий Елисеевич,0,BACHELOR,18,3.6,2024-05-03
2024-07-29,website,Механика,2024-09-05,245000,89870655-eeba-41e3-b3cc-7ec2de61aa23,0.67,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),735000.0,,M,4,Устин Фомич Терентьев,0,BACHELOR,17,4.0,2024-05-11
2024-07-15,website,Прикладная математика,,350000,d569b50b-a853-4797-9bf1-7faa074c9675,0.68,0,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),2100000.0,,F,6,Котова Маргарита Захаровна,0,SPECIALTY,18,3.6,2024-07-04
,social_media,Прикладная математика,,350000,7fe74bd0-2f69-4b62-b9f3-926e9fd0d586,0.85,0,0,3,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Плохая КИ,M,6,Эмиль Трофимович Поляков,0,BACHELOR,17,4.0,2024-08-04
2024-07-20,website,Прикладная математика,2024-08-21,400000,6e2fc4a6-f6ad-4056-8c06-49d3a2b1f47,0.73,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1200000.0,,F,4,Абрамова Екатерина Робертовна,1,MASTER,23,4.3,2024-06-16
2024-07-02,website,Прикладная математика,2024-07-25,240000,7d84e024-28c1-467d-b686-0dbeb1f099b6,0.63,1,1,4,Дальневосточный федеральный университет (ДВФУ),1920000.0,,M,8,Лев Жанович Панфилов,0,BACHELOR,17,4.1,2024-06-08
2024-07-13,website,Автоматизация и управление,2024-09-12,230000,120b2ae6-9a0a-4606-9a76-b9df61639da,0.55,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,828000.0,,F,6,Варвара Дмитриевна Фомина,1,BACHELOR,18,3.6,2024-05-11
2024-08-07,bank,Прикладная математика,2024-08-15,300000,46e438c9-a7dc-4b75-8758-5cd1e0f4b66a,0.58,1,1,1,Московский физико-технический институт (МФТИ),600000.0,,F,4,Эмилия Яковлевна Пономарева,0,BACHELOR,19,4.8,2024-08-02
,bank,Прикладная математика,,350000,d68ef96a-73e0-43a8-8cef-86f3c4316e7c,0.74,0,0,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),0.0,Некорректные данные,M,2,Марков Конон Фролович,0,BACHELOR,15,3.1,2024-06-04
,bank,Химия,,210000,e56dabae-5e1c-4c39-98c6-9afaaecc76e9,0.83,0,0,2,Пермский государственный национальный исследовательский университет (ПГНИУ),0.0,Плохая КИ,M,8,Милен Феофанович Абрамов,0,BACHELOR,17,4.3,2024-08-04
2024-05-12,bank,Автоматизация и управление,2024-08-27,220000,1e978b41-0a52-4558-bc2b-3fe5a31eeb0c,0.54,1,1,1,Московский физико-технический институт (МФТИ),396000.0,,F,2,Ираида Васильевна Федосеева,0,BACHELOR,16,4.0,2024-05-07
2024-08-14,social_media,Информатика и вычислительная техника,2024-08-20,400000,60505fdb-53fc-427b-ab52-32a70c623afb,0.62,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),800000.0,,M,4,Сила Гертрудович Суворов,0,MASTER,23,4.4,2024-06-30
2024-07-25,social_media,Информатика и вычислительная техника,2024-09-06,350000,d8421165-6d46-47c6-9f4b-3277eadb11de,0.59,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),840000.0,,M,4,тов. Савельев Андрей Харитонович,0,MASTER,23,3.7,2024-06-02
